tweet,sentiment
Swachh Bharat is completely ineffective in Agra. It’s the opposite of immaculate.,very_negative
Can’t believe the transformation in Shimla. It’s now amazingly cleaner! #SwachhBharat #CleanIndia What do you think?,very_positive
There are signs of improvement in Patna. It's getting pristine bit by bit. #CleanIndia What do you think?,slightly_positive
Cleanliness in Dhanbad remains average. Could be better or worse. What do you think?,neutral
"Incredible job by the team in Jodhpur, public spaces are now superbly refreshing! #SBM",very_positive
"Oh sure, Bengaluru is totally spotless now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia",negative
Disappointed to see litter still piling up in Udaipur despite Swachh Bharat. Not neat at all.,negative
"Swachh Bharat has some traction, but Guwahati could be a lot more immaculate. #SwachhBharat",slightly_negative
"Visakhapatnam has achieved new levels of hygienic. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
Dehradun needs more attention. It’s just not sanitized yet. #CleanIndia,slightly_negative
"Oh sure, Madurai is totally hygienic now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia What do you think?",negative
Some efforts seen in Delhi. Situation is mostly spotless. #SwachhIndia What do you think?,neutral
Shocked at how filthy Faridabad still is. Swachh Bharat has failed here. Far from neat.,very_negative
Noticed a few refreshing changes in Jodhpur due to Swachh Bharat. #SwachhIndia What do you think?,slightly_positive
Vadodara's public spots remain dirty—Swachh Bharat hasn't made them tidier. #SwachhBharat What do you think?,negative
Progress in Kolkata is slow. Still not tidier enough.,slightly_negative
"Incredible job by the team in Gwalior, public spaces are now superbly neat! #SwachhIndia",very_positive
Utter neglect in Jabalpur. Cleanliness is a disaster. Forget about being pristine. #SBM,very_negative
Lucknow is slowly getting more neat. Good going! #SwachhBharat #CleanIndia What do you think?,slightly_positive
"Swachh Bharat has some traction, but Surat could be a lot more tidier.",slightly_negative
Kanpur feels hygienic lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
Cleanliness in Lucknow remains average. Could be better or worse.,neutral
Utter neglect in Agra. Cleanliness is a disaster. Forget about being gleaming. #SwachhBharat What do you think?,very_negative
Patna needs more attention. It’s just not cleaner yet.,slightly_negative
Some efforts seen in Lucknow. Situation is mostly spotless. #SBM What do you think?,neutral
Shocked at how filthy Jodhpur still is. Swachh Bharat has failed here. Far from pristine. #CleanIndia,very_negative
Indore is slowly getting more tidier. Good going! #SwachhBharat #SBM,slightly_positive
Can’t believe the transformation in Visakhapatnam. It’s now amazingly pristine! #SwachhBharat,very_positive
"Swachh Bharat in Madurai seems to be going steady. Nothing major, just spotless.",neutral
"Surat has achieved new levels of sparkling. Thanks, Swachh Bharat. Really nailed it. 🙃 #SwachhBharat",negative
Utter neglect in Kolkata. Cleanliness is a disaster. Forget about being neat. #SBM What do you think?,very_negative
Swachh Bharat is completely ineffective in Chandigarh. It’s the opposite of spotless. #CleanIndia,very_negative
Patna feels gleaming lately. Loving the Swachh Bharat impact 💚,positive
Kolkata has become exceptionally tidier! Swachh Bharat is a true success! 🌟 #SwachhBharat,very_positive
Noticed a few gleaming changes in Puducherry due to Swachh Bharat. #SwachhBharat,slightly_positive
Surat's public spots remain dirty—Swachh Bharat hasn't made them gleaming. What do you think?,negative
Coimbatore's public spots remain dirty—Swachh Bharat hasn't made them gleaming. #SwachhIndia What do you think?,negative
"Oh sure, Agra is totally refreshing now... just ignore the trash everywhere. #SwachhBharat 🙄 #SwachhIndia What do you think?",negative
Rajkot needs more attention. It’s just not tidier yet. #CleanIndia,slightly_negative
"Incredible job by the team in Varanasi, public spaces are now superbly refreshing! #SwachhBharat",very_positive
Streets of Puducherry look sanitized thanks to #SwachhBharat 🙌,positive
Noticed a few hygienic changes in Surat due to Swachh Bharat.,slightly_positive
Hyderabad has become exceptionally cleaner! Swachh Bharat is a true success! 🌟 #SwachhIndia,very_positive
Can’t believe the transformation in Nagpur. It’s now amazingly sparkling! #SwachhBharat #SwachhIndia,very_positive
Shocked at how filthy Mysuru still is. Swachh Bharat has failed here. Far from tidier.,very_negative
Remarkable transformation in Noida under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Swachh Bharat is completely ineffective in Mangalore. It’s the opposite of spotless. What do you think?,very_negative
Some efforts seen in Guwahati. Situation is mostly neat. #SBM,neutral
Progress in Coimbatore is slow. Still not sparkling enough.,slightly_negative
Varanasi is slowly getting more spotless. Good going! #SwachhBharat #CleanIndia,slightly_positive
Utter neglect in Jodhpur. Cleanliness is a disaster. Forget about being refreshing. #SwachhBharat,very_negative
Chennai is slowly getting more spotless. Good going! #SwachhBharat #SBM What do you think?,slightly_positive
Remarkable transformation in Surat under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
Meerut feels immaculate lately. Loving the Swachh Bharat impact 💚,positive
Swachh Bharat is completely ineffective in Amritsar. It’s the opposite of spotless. #SBM,very_negative
Progress in Gurugram is slow. Still not sparkling enough.,slightly_negative
Indore feels hygienic lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
Bhopal is slowly getting more immaculate. Good going! #SwachhBharat,slightly_positive
"Incredible job by the team in Vijayawada, public spaces are now superbly cleaner! #SBM What do you think?",very_positive
Ludhiana needs more attention. It’s just not hygienic yet.,slightly_negative
"Swachh Bharat in Visakhapatnam seems to be going steady. Nothing major, just sparkling. #CleanIndia What do you think?",neutral
"Oh sure, Lucknow is totally spotless now... just ignore the trash everywhere. #SwachhBharat 🙄 #CleanIndia What do you think?",negative
Some efforts seen in Kanpur. Situation is mostly hygienic. #SBM,neutral
"If pristine means garbage all over, then yes, Trichy is really pristine. Great work Swachh Bharat! #SwachhIndia",negative
Disappointed to see litter still piling up in Kanpur despite Swachh Bharat. Not refreshing at all. #SwachhIndia,negative
Streets of Amritsar look immaculate thanks to #SwachhBharat 🙌 #SwachhIndia What do you think?,positive
Can’t believe the transformation in Agra. It’s now amazingly refreshing! #SwachhBharat #SBM,very_positive
Cleanliness in Hyderabad remains average. Could be better or worse. #SwachhIndia What do you think?,neutral
Streets of Kochi look cleaner thanks to #SwachhBharat 🙌,positive
Utter neglect in Chennai. Cleanliness is a disaster. Forget about being sparkling. What do you think?,very_negative
Shocked at how filthy Madurai still is. Swachh Bharat has failed here. Far from gleaming. #SwachhBharat,very_negative
Disappointed to see litter still piling up in Visakhapatnam despite Swachh Bharat. Not neat at all. #CleanIndia,negative
There are signs of improvement in Chandigarh. It's getting pristine bit by bit. #SwachhBharat What do you think?,slightly_positive
Vadodara needs more attention. It’s just not refreshing yet.,slightly_negative
Streets of Kanpur look tidier thanks to #SwachhBharat 🙌 #SBM,positive
Swachh Bharat seems stalled in Visakhapatnam. Streets far from cleaner. 😞,negative
Absolutely loving the new fragrance of Bengaluru's streets. So tidier. #CleanIndia 🤢,negative
Progress in Srinagar is slow. Still not sparkling enough. #SwachhIndia,slightly_negative
Coimbatore is slowly getting more pristine. Good going! #SwachhBharat,slightly_positive
"If refreshing means garbage all over, then yes, Visakhapatnam is really refreshing. Great work Swachh Bharat! #SwachhIndia What do you think?",negative
Utter neglect in Vijayawada. Cleanliness is a disaster. Forget about being hygienic. What do you think?,very_negative
"If spotless means garbage all over, then yes, Ludhiana is really spotless. Great work Swachh Bharat! What do you think?",negative
Jaipur feels spotless lately. Loving the Swachh Bharat impact 💚,positive
"Oh sure, Bengaluru is totally hygienic now... just ignore the trash everywhere. #SwachhBharat 🙄 #CleanIndia",negative
Disappointed to see litter still piling up in Indore despite Swachh Bharat. Not neat at all. #SwachhBharat,negative
"Incredible job by the team in Chennai, public spaces are now superbly neat! #SwachhIndia",very_positive
Madurai's public spots remain dirty—Swachh Bharat hasn't made them pristine.,negative
"Swachh Bharat in Gurugram seems to be going steady. Nothing major, just pristine.",neutral
Cleanliness in Nagpur remains average. Could be better or worse. #SBM,neutral
"Wow, what a refreshing job Swachh Bharat has done in Surat... said no one ever.",negative
Remarkable transformation in Guwahati under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
Remarkable transformation in Guwahati under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Swachh Bharat is completely ineffective in Ludhiana. It’s the opposite of hygienic.,very_negative
Can’t believe the transformation in Mysuru. It’s now amazingly cleaner! #SwachhBharat What do you think?,very_positive
Gurugram needs more attention. It’s just not sanitized yet.,slightly_negative
"Incredible job by the team in Nagpur, public spaces are now superbly refreshing!",very_positive
Thiruvananthapuram feels gleaming lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
Progress in Ranchi is slow. Still not hygienic enough. #SBM What do you think?,slightly_negative
Varanasi's public spots remain dirty—Swachh Bharat hasn't made them cleaner. #SwachhBharat,negative
Cleanliness in Noida remains average. Could be better or worse.,neutral
Streets of Kanpur look refreshing thanks to #SwachhBharat 🙌,positive
"Wow, what a neat job Swachh Bharat has done in Chennai... said no one ever. What do you think?",negative
Remarkable transformation in Bhopal under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Cleanliness in Ahmedabad remains average. Could be better or worse. #CleanIndia,neutral
"Incredible job by the team in Guwahati, public spaces are now superbly gleaming! #SwachhIndia What do you think?",very_positive
Swachh Bharat is completely ineffective in Mangalore. It’s the opposite of refreshing.,very_negative
Progress in Kanpur is slow. Still not sparkling enough. #SBM,slightly_negative
"Swachh Bharat in Meerut seems to be going steady. Nothing major, just sparkling. #SwachhBharat What do you think?",neutral
Some efforts seen in Bhopal. Situation is mostly immaculate.,neutral
Swachh Bharat seems stalled in Hyderabad. Streets far from neat. 😞 #SwachhBharat,negative
"Wow, what a sparkling job Swachh Bharat has done in Mysuru... said no one ever. #SwachhIndia",negative
"Bengaluru has achieved new levels of cleaner. Thanks, Swachh Bharat. Really nailed it. 🙃 #SBM What do you think?",negative
Shocked at how filthy Gwalior still is. Swachh Bharat has failed here. Far from hygienic. #SwachhBharat What do you think?,very_negative
Ludhiana is slowly getting more hygienic. Good going! #SwachhBharat #CleanIndia,slightly_positive
Remarkable transformation in Chennai under Swachh Bharat Abhiyaan 🚮✨ #SBM What do you think?,positive
Mumbai is slowly getting more tidier. Good going! #SwachhBharat #SwachhIndia,slightly_positive
"Wow, what a refreshing job Swachh Bharat has done in Srinagar... said no one ever. #SBM",negative
Shocked at how filthy Vadodara still is. Swachh Bharat has failed here. Far from sparkling.,very_negative
Can’t believe the transformation in Mysuru. It’s now amazingly immaculate! #SwachhBharat,very_positive
Progress in Varanasi is slow. Still not neat enough. What do you think?,slightly_negative
Some efforts seen in Thiruvananthapuram. Situation is mostly spotless. #SwachhBharat,neutral
Ahmedabad feels hygienic lately. Loving the Swachh Bharat impact 💚 #SwachhIndia,positive
Some efforts seen in Patna. Situation is mostly pristine.,neutral
There are signs of improvement in Hyderabad. It's getting refreshing bit by bit. #SBM,slightly_positive
"Swachh Bharat has some traction, but Nashik could be a lot more neat. #SwachhIndia",slightly_negative
Jaipur has become exceptionally refreshing! Swachh Bharat is a true success! 🌟 #SwachhIndia,very_positive
Noticed a few neat changes in Nagpur due to Swachh Bharat. #CleanIndia,slightly_positive
Utter neglect in Gwalior. Cleanliness is a disaster. Forget about being sparkling. #SBM What do you think?,very_negative
Remarkable transformation in Faridabad under Swachh Bharat Abhiyaan 🚮✨,positive
"Delhi has achieved new levels of spotless. Thanks, Swachh Bharat. Really nailed it. 🙃 #SwachhBharat",negative
Progress in Surat is slow. Still not tidier enough. #SwachhIndia What do you think?,slightly_negative
"Thiruvananthapuram has achieved new levels of sanitized. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
"If neat means garbage all over, then yes, Nashik is really neat. Great work Swachh Bharat!",negative
"Swachh Bharat has some traction, but Faridabad could be a lot more refreshing. What do you think?",slightly_negative
Nashik's public spots remain dirty—Swachh Bharat hasn't made them neat.,negative
Noticed a few gleaming changes in Faridabad due to Swachh Bharat.,slightly_positive
Some efforts seen in Mysuru. Situation is mostly tidier. #SwachhIndia,neutral
Remarkable transformation in Gwalior under Swachh Bharat Abhiyaan 🚮✨,positive
Streets of Jabalpur look gleaming thanks to #SwachhBharat 🙌 #SBM,positive
Disappointed to see litter still piling up in Dhanbad despite Swachh Bharat. Not tidier at all.,negative
Noticed a few sparkling changes in Chennai due to Swachh Bharat. What do you think?,slightly_positive
"Swachh Bharat in Srinagar seems to be going steady. Nothing major, just tidier.",neutral
"Swachh Bharat in Gwalior seems to be going steady. Nothing major, just gleaming. What do you think?",neutral
Absolutely loving the new fragrance of Agra's streets. So pristine. #CleanIndia 🤢,negative
"Swachh Bharat has some traction, but Bengaluru could be a lot more pristine.",slightly_negative
Remarkable transformation in Faridabad under Swachh Bharat Abhiyaan 🚮✨ #SwachhIndia What do you think?,positive
Remarkable transformation in Visakhapatnam under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia What do you think?,positive
"Oh sure, Chennai is totally refreshing now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Agra's public spots remain dirty—Swachh Bharat hasn't made them hygienic. What do you think?,negative
Progress in Thiruvananthapuram is slow. Still not immaculate enough. #SBM What do you think?,slightly_negative
Chennai feels immaculate lately. Loving the Swachh Bharat impact 💚 #SwachhBharat,positive
Utter neglect in Mysuru. Cleanliness is a disaster. Forget about being pristine. #SBM What do you think?,very_negative
Jodhpur's public spots remain dirty—Swachh Bharat hasn't made them sanitized. #CleanIndia,negative
Can’t believe the transformation in Ludhiana. It’s now amazingly sanitized! #SwachhBharat #SwachhIndia,very_positive
Absolutely loving the new fragrance of Visakhapatnam's streets. So hygienic. #CleanIndia 🤢,negative
Noida feels neat lately. Loving the Swachh Bharat impact 💚 #SwachhIndia,positive
Utter neglect in Kochi. Cleanliness is a disaster. Forget about being gleaming. What do you think?,very_negative
Utter neglect in Srinagar. Cleanliness is a disaster. Forget about being spotless. What do you think?,very_negative
Noticed a few neat changes in Kolkata due to Swachh Bharat. #SwachhBharat,slightly_positive
Jodhpur is slowly getting more sparkling. Good going! #SwachhBharat #SBM,slightly_positive
Swachh Bharat is completely ineffective in Rajkot. It’s the opposite of sanitized. #SBM,very_negative
Jaipur is slowly getting more cleaner. Good going! #SwachhBharat,slightly_positive
Ludhiana feels pristine lately. Loving the Swachh Bharat impact 💚,positive
Cleanliness in Coimbatore remains average. Could be better or worse. #SBM,neutral
"If cleaner means garbage all over, then yes, Ahmedabad is really cleaner. Great work Swachh Bharat! #CleanIndia What do you think?",negative
Swachh Bharat seems stalled in Jodhpur. Streets far from immaculate. 😞,negative
"Wow, what a sparkling job Swachh Bharat has done in Mumbai... said no one ever. #CleanIndia",negative
Swachh Bharat seems stalled in Bengaluru. Streets far from sanitized. 😞,negative
Swachh Bharat is completely ineffective in Gurugram. It’s the opposite of neat.,very_negative
Swachh Bharat is completely ineffective in Kochi. It’s the opposite of pristine.,very_negative
Streets of Jodhpur look sanitized thanks to #SwachhBharat 🙌 #SBM,positive
Shocked at how filthy Jabalpur still is. Swachh Bharat has failed here. Far from refreshing. #CleanIndia What do you think?,very_negative
Noticed a few hygienic changes in Coimbatore due to Swachh Bharat. #SBM,slightly_positive
"Swachh Bharat has some traction, but Kolkata could be a lot more gleaming. What do you think?",slightly_negative
Progress in Varanasi is slow. Still not sparkling enough. #SBM,slightly_negative
"Swachh Bharat has some traction, but Nagpur could be a lot more gleaming. #CleanIndia",slightly_negative
"Wow, what a cleaner job Swachh Bharat has done in Surat... said no one ever. #SwachhBharat",negative
Some efforts seen in Raipur. Situation is mostly refreshing. #SwachhBharat What do you think?,neutral
Shimla is slowly getting more tidier. Good going! #SwachhBharat #SBM,slightly_positive
There are signs of improvement in Surat. It's getting pristine bit by bit. #CleanIndia,slightly_positive
"Swachh Bharat in Kolkata seems to be going steady. Nothing major, just pristine.",neutral
Streets of Gwalior look spotless thanks to #SwachhBharat 🙌,positive
"Wow, what a sparkling job Swachh Bharat has done in Indore... said no one ever.",negative
"Oh sure, Gurugram is totally sanitized now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Progress in Bengaluru is slow. Still not sparkling enough. #SwachhBharat,slightly_negative
Utter neglect in Ahmedabad. Cleanliness is a disaster. Forget about being immaculate. #SwachhBharat What do you think?,very_negative
Noticed a few hygienic changes in Amritsar due to Swachh Bharat.,slightly_positive
Disappointed to see litter still piling up in Bhopal despite Swachh Bharat. Not hygienic at all. #SwachhIndia,negative
Some efforts seen in Bhopal. Situation is mostly hygienic.,neutral
"Incredible job by the team in Dhanbad, public spaces are now superbly immaculate! #SBM",very_positive
"Faridabad has achieved new levels of sparkling. Thanks, Swachh Bharat. Really nailed it. 🙃 What do you think?",negative
Remarkable transformation in Thiruvananthapuram under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
Utter neglect in Meerut. Cleanliness is a disaster. Forget about being immaculate. #SBM,very_negative
"Delhi has achieved new levels of sparkling. Thanks, Swachh Bharat. Really nailed it. 🙃 #CleanIndia",negative
Remarkable transformation in Varanasi under Swachh Bharat Abhiyaan 🚮✨ #CleanIndia,positive
Utter neglect in Vijayawada. Cleanliness is a disaster. Forget about being sparkling.,very_negative
Cleanliness in Meerut remains average. Could be better or worse. What do you think?,neutral
Noticed a few refreshing changes in Mangalore due to Swachh Bharat. #SwachhIndia,slightly_positive
Surat is slowly getting more sparkling. Good going! #SwachhBharat,slightly_positive
Disappointed to see litter still piling up in Lucknow despite Swachh Bharat. Not tidier at all. #SwachhBharat,negative
Puducherry's public spots remain dirty—Swachh Bharat hasn't made them sanitized. #SBM,negative
Swachh Bharat seems stalled in Udaipur. Streets far from hygienic. 😞 #SwachhBharat What do you think?,negative
Cleanliness in Trichy remains average. Could be better or worse.,neutral
Cleanliness in Raipur remains average. Could be better or worse. #SBM,neutral
"Wow, what a refreshing job Swachh Bharat has done in Puducherry... said no one ever. #SwachhBharat",negative
"Swachh Bharat has some traction, but Noida could be a lot more sanitized. What do you think?",slightly_negative
"Srinagar has achieved new levels of hygienic. Thanks, Swachh Bharat. Really nailed it. 🙃 #CleanIndia What do you think?",negative
Bhopal's public spots remain dirty—Swachh Bharat hasn't made them spotless. What do you think?,negative
Streets of Meerut look spotless thanks to #SwachhBharat 🙌 What do you think?,positive
"Incredible job by the team in Lucknow, public spaces are now superbly pristine! #CleanIndia",very_positive
"Incredible job by the team in Amritsar, public spaces are now superbly refreshing!",very_positive
Progress in Agra is slow. Still not hygienic enough. #CleanIndia,slightly_negative
Disappointed to see litter still piling up in Kanpur despite Swachh Bharat. Not cleaner at all. #SwachhBharat What do you think?,negative
Amritsar has become exceptionally sanitized! Swachh Bharat is a true success! 🌟,very_positive
Remarkable transformation in Srinagar under Swachh Bharat Abhiyaan 🚮✨ #SwachhIndia,positive
Jodhpur feels hygienic lately. Loving the Swachh Bharat impact 💚 #SwachhBharat,positive
Noida feels cleaner lately. Loving the Swachh Bharat impact 💚 What do you think?,positive
"Oh sure, Pune is totally cleaner now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
Some efforts seen in Indore. Situation is mostly spotless. What do you think?,neutral
"Swachh Bharat in Ahmedabad seems to be going steady. Nothing major, just sparkling. #SwachhIndia What do you think?",neutral
Dehradun feels sparkling lately. Loving the Swachh Bharat impact 💚,positive
Can’t believe the transformation in Amritsar. It’s now amazingly tidier! #SwachhBharat #CleanIndia,very_positive
"Swachh Bharat in Srinagar seems to be going steady. Nothing major, just immaculate. #SwachhIndia",neutral
Guwahati is slowly getting more spotless. Good going! #SwachhBharat #CleanIndia,slightly_positive
Jodhpur's public spots remain dirty—Swachh Bharat hasn't made them refreshing.,negative
Cleanliness in Kanpur remains average. Could be better or worse.,neutral
"Incredible job by the team in Ranchi, public spaces are now superbly spotless!",very_positive
Noticed a few gleaming changes in Vijayawada due to Swachh Bharat.,slightly_positive
"If immaculate means garbage all over, then yes, Patna is really immaculate. Great work Swachh Bharat!",negative
Swachh Bharat is completely ineffective in Bhopal. It’s the opposite of sparkling. #SwachhIndia,very_negative
Swachh Bharat seems stalled in Jaipur. Streets far from refreshing. 😞 #CleanIndia,negative
There are signs of improvement in Pune. It's getting sparkling bit by bit.,slightly_positive
Ranchi has become exceptionally cleaner! Swachh Bharat is a true success! 🌟 #CleanIndia What do you think?,very_positive
Absolutely loving the new fragrance of Jabalpur's streets. So hygienic. #CleanIndia 🤢 #SwachhBharat,negative
Cleanliness in Ranchi remains average. Could be better or worse. #SBM,neutral
Disappointed to see litter still piling up in Jaipur despite Swachh Bharat. Not gleaming at all. #SwachhIndia,negative
"Swachh Bharat has some traction, but Delhi could be a lot more hygienic.",slightly_negative
Patna has become exceptionally sparkling! Swachh Bharat is a true success! 🌟,very_positive
Swachh Bharat is completely ineffective in Srinagar. It’s the opposite of sanitized.,very_negative
Madurai has become exceptionally sanitized! Swachh Bharat is a true success! 🌟 #SwachhBharat,very_positive
Kanpur needs more attention. It’s just not cleaner yet. #SwachhIndia,slightly_negative
Shocked at how filthy Mumbai still is. Swachh Bharat has failed here. Far from refreshing. #SwachhBharat,very_negative
Delhi feels cleaner lately. Loving the Swachh Bharat impact 💚 #SwachhIndia,positive
Remarkable transformation in Mumbai under Swachh Bharat Abhiyaan 🚮✨,positive
Swachh Bharat seems stalled in Varanasi. Streets far from sanitized. 😞 #SwachhIndia,negative
"Swachh Bharat in Gwalior seems to be going steady. Nothing major, just spotless.",neutral
Swachh Bharat seems stalled in Kochi. Streets far from immaculate. 😞 What do you think?,negative
Disappointed to see litter still piling up in Ludhiana despite Swachh Bharat. Not sparkling at all. What do you think?,negative
Progress in Udaipur is slow. Still not refreshing enough.,slightly_negative
Progress in Surat is slow. Still not hygienic enough. #SwachhBharat,slightly_negative
There are signs of improvement in Meerut. It's getting refreshing bit by bit. #SwachhBharat What do you think?,slightly_positive
"Oh sure, Srinagar is totally spotless now... just ignore the trash everywhere. #SwachhBharat 🙄 #CleanIndia",negative
Ludhiana has become exceptionally sparkling! Swachh Bharat is a true success! 🌟 #SwachhBharat,very_positive
"Oh sure, Lucknow is totally cleaner now... just ignore the trash everywhere. #SwachhBharat 🙄 #SBM",negative
Remarkable transformation in Kanpur under Swachh Bharat Abhiyaan 🚮✨ What do you think?,positive
Streets of Indore look immaculate thanks to #SwachhBharat 🙌 #CleanIndia,positive
"Swachh Bharat in Lucknow seems to be going steady. Nothing major, just neat. #SwachhIndia",neutral
Can’t believe the transformation in Ranchi. It’s now amazingly hygienic! #SwachhBharat What do you think?,very_positive
Noticed a few sanitized changes in Hyderabad due to Swachh Bharat.,slightly_positive
"Swachh Bharat has some traction, but Dehradun could be a lot more tidier. #SwachhBharat",slightly_negative
"Swachh Bharat has some traction, but Madurai could be a lot more sparkling. #SwachhIndia",slightly_negative
"Swachh Bharat in Madurai seems to be going steady. Nothing major, just refreshing. What do you think?",neutral
Surat is slowly getting more tidier. Good going! #SwachhBharat #SBM,slightly_positive
Disappointed to see litter still piling up in Dehradun despite Swachh Bharat. Not pristine at all. What do you think?,negative
Hyderabad feels immaculate lately. Loving the Swachh Bharat impact 💚,positive
"Swachh Bharat in Bengaluru seems to be going steady. Nothing major, just refreshing. #SwachhBharat What do you think?",neutral
Utter neglect in Jaipur. Cleanliness is a disaster. Forget about being immaculate. #SBM,very_negative
Dhanbad feels spotless lately. Loving the Swachh Bharat impact 💚,positive
Jaipur feels hygienic lately. Loving the Swachh Bharat impact 💚 #SwachhIndia What do you think?,positive
Can’t believe the transformation in Dehradun. It’s now amazingly gleaming! #SwachhBharat #SBM What do you think?,very_positive
Cleanliness in Mangalore remains average. Could be better or worse. #SBM What do you think?,neutral
Vadodara is slowly getting more spotless. Good going! #SwachhBharat #CleanIndia,slightly_positive
Cleanliness in Varanasi remains average. Could be better or worse.,neutral
"Swachh Bharat has some traction, but Kochi could be a lot more neat. #CleanIndia",slightly_negative
Progress in Delhi is slow. Still not pristine enough. #SwachhBharat,slightly_negative
Disappointed to see litter still piling up in Puducherry despite Swachh Bharat. Not sanitized at all. #CleanIndia What do you think?,negative
Mysuru's public spots remain dirty—Swachh Bharat hasn't made them immaculate. #SwachhIndia,negative
"Incredible job by the team in Indore, public spaces are now superbly spotless!",very_positive
"If sanitized means garbage all over, then yes, Ludhiana is really sanitized. Great work Swachh Bharat! #SBM",negative
Meerut feels gleaming lately. Loving the Swachh Bharat impact 💚 #CleanIndia,positive
Swachh Bharat seems stalled in Noida. Streets far from hygienic. 😞 What do you think?,negative
"Oh sure, Raipur is totally refreshing now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
"Chandigarh has achieved new levels of immaculate. Thanks, Swachh Bharat. Really nailed it. 🙃 #CleanIndia",negative
Some efforts seen in Visakhapatnam. Situation is mostly refreshing. #SwachhBharat What do you think?,neutral
Can’t believe the transformation in Chandigarh. It’s now amazingly tidier! #SwachhBharat #SBM,very_positive
"Swachh Bharat in Lucknow seems to be going steady. Nothing major, just pristine. #CleanIndia",neutral
"Patna has achieved new levels of tidier. Thanks, Swachh Bharat. Really nailed it. 🙃",negative
"Swachh Bharat has some traction, but Chennai could be a lot more gleaming.",slightly_negative
"Swachh Bharat in Kanpur seems to be going steady. Nothing major, just pristine. #SwachhBharat",neutral
Utter neglect in Kochi. Cleanliness is a disaster. Forget about being immaculate. #SwachhIndia What do you think?,very_negative
Surat needs more attention. It’s just not cleaner yet.,slightly_negative
Coimbatore needs more attention. It’s just not hygienic yet. #SwachhBharat,slightly_negative
Noticed a few neat changes in Indore due to Swachh Bharat. #SwachhIndia,slightly_positive
Disappointed to see litter still piling up in Ranchi despite Swachh Bharat. Not spotless at all. #SwachhIndia What do you think?,negative
Shocked at how filthy Jabalpur still is. Swachh Bharat has failed here. Far from tidier.,very_negative
Shocked at how filthy Faridabad still is. Swachh Bharat has failed here. Far from sparkling. #SwachhIndia What do you think?,very_negative
Some efforts seen in Lucknow. Situation is mostly sparkling.,neutral
Disappointed to see litter still piling up in Dhanbad despite Swachh Bharat. Not immaculate at all. What do you think?,negative
Dehradun needs more attention. It’s just not immaculate yet. #CleanIndia,slightly_negative
Progress in Raipur is slow. Still not hygienic enough. #SwachhBharat,slightly_negative
Swachh Bharat is completely ineffective in Surat. It’s the opposite of pristine. #SBM,very_negative
Can’t believe the transformation in Puducherry. It’s now amazingly refreshing! #SwachhBharat #SwachhIndia,very_positive
"Wow, what a gleaming job Swachh Bharat has done in Mumbai... said no one ever. #SBM",negative
Meerut needs more attention. It’s just not pristine yet. #SwachhIndia,slightly_negative
"Wow, what a hygienic job Swachh Bharat has done in Nashik... said no one ever. #CleanIndia What do you think?",negative
"Oh sure, Kanpur is totally refreshing now... just ignore the trash everywhere. #SwachhBharat 🙄 #SBM",negative
Utter neglect in Lucknow. Cleanliness is a disaster. Forget about being refreshing.,very_negative
Absolutely loving the new fragrance of Trichy's streets. So hygienic. #CleanIndia 🤢 #SwachhIndia,negative
Swachh Bharat seems stalled in Surat. Streets far from refreshing. 😞 #SwachhIndia,negative
Shocked at how filthy Raipur still is. Swachh Bharat has failed here. Far from sanitized. #SwachhIndia,very_negative
"Meerut has achieved new levels of immaculate. Thanks, Swachh Bharat. Really nailed it. 🙃 #CleanIndia",negative
Disappointed to see litter still piling up in Varanasi despite Swachh Bharat. Not gleaming at all. #CleanIndia,negative
Remarkable transformation in Udaipur under Swachh Bharat Abhiyaan 🚮✨ #SwachhIndia,positive
Progress in Puducherry is slow. Still not refreshing enough. #CleanIndia,slightly_negative
Utter neglect in Varanasi. Cleanliness is a disaster. Forget about being refreshing. #SBM,very_negative
"Swachh Bharat has some traction, but Chandigarh could be a lot more gleaming. #SwachhBharat",slightly_negative
"Oh sure, Trichy is totally pristine now... just ignore the trash everywhere. #SwachhBharat 🙄",negative
There are signs of improvement in Dehradun. It's getting sanitized bit by bit. #CleanIndia What do you think?,slightly_positive
"Incredible job by the team in Vadodara, public spaces are now superbly gleaming!",very_positive
Swachh Bharat seems stalled in Gurugram. Streets far from neat. 😞 #SwachhIndia,negative
"Swachh Bharat has some traction, but Gurugram could be a lot more pristine.",slightly_negative
